evaluation,objective,grad_norm,k0_0,k0_1,alpha_0,alpha_1
1,0.002653295317171602,0.013849139097031265,0.004999999999999999,0.0004999999999999999,0.6292130353689775,0.13422875759793035
2,0.0024610907888335145,0.01614902854746815,0.004931771983011986,0.0005018939112569922,0.6180587100884314,0.1396212060305271
3,0.002236486435984812,0.016176546050294578,0.004855176490302955,0.000504034465916107,0.60493649732573,0.14586380580703134
4,0.0013606287459503466,0.015133444920225773,0.004560507259610302,0.0005126883684276852,0.5524476462749243,0.1708342049130483
5,0.004428140350089095,0.09510405422109522,0.003550141560798828,0.000548815520180824,0.3424922420717015,0.2707158013371161
6,0.00043728220267995425,0.003585963210787282,0.004135117141083347,0.0005265210375122716,0.4703603924610811,0.20988538336739385
7,0.00047756429027659403,0.010726115396736275,0.003849577660162847,0.000521210146384003,0.42596078693792544,0.21363960384092814
8,0.0004000457336323503,0.003037224026627257,0.004007565217693887,0.0005241888400634149,0.45091838624783487,0.21152930738231068
9,0.0003659989303347259,0.0024037139993363633,0.0039178125625357945,0.0005167352959861595,0.44495910449245696,0.20017732912310243
10,0.0002227721353508649,0.0006329829278752757,0.003190056344083068,0.00045381082342838447,0.3816921889044187,0.10880271034537739
11,0.0002121340698940329,0.0004329009446853266,0.0032338911079408733,0.0004277651401472557,0.38092048594769484,0.11392450898309205
12,0.00015079582785750448,0.001823746591755924,0.0034863309011996684,0.00024734956711993755,0.3553150612966468,0.1480829911339455
13,0.00012227800968431446,0.0012366883387242005,0.0036212775954545516,0.00015735233325852462,0.3275944975062529,0.17493937940973134
14,0.00011096753593442313,0.000307139541351494,0.0035926445381749402,0.00011480252809329254,0.3159905170349655,0.19981837679110376
15,0.00010756799729183482,0.00042547243324571565,0.00351544451051465,0.00010286594630330886,0.3158906240796674,0.2107346581762408
16,0.00010174023302978103,0.0009982748580928842,0.003319071366435629,9.022947304340396e-05,0.32514423348823185,0.23024561215565098
17,8.987150375694159e-05,0.0018543139964823316,0.002852501045770618,7.387519074246283e-05,0.360060091785666,0.27424188158105073
18,7.338651844661536e-05,0.0023266616878015976,0.0021900691239299087,5.95019468181316e-05,0.43244583272981707,0.3448436141549996
19,5.991091628088794e-05,0.0006160927115427972,0.0015746685828364278,3.9009757429146786e-05,0.5248356012949945,0.43789039140309405
20,5.3993517400187855e-05,0.0006463913232462073,0.0014856717110674582,4.3472481573533546e-05,0.5625142033721512,0.4621106030065299
21,5.29652713388001e-05,0.00014884969359957396,0.0015070025358006405,4.780664380470784e-05,0.5683985944216743,0.4565512671515054
22,5.291361579240529e-05,1.0618686856534572e-05,0.001498868902682518,4.7879407676996206e-05,0.5689081218752905,0.45705944869913334
23,5.29109829416231e-05,1.368646101506152e-05,0.001493955011539248,4.8063233718257106e-05,0.5696393989201339,0.4571313907298187
